id,name
CZ0412554961,Karlovy Vary
CZ0801551872,Hlinka
CZ0712552038,Loučka
CZ0317552046,Tábor
CZ0314549321,Cerhonice
CZ0314549339,Čimelice
CZ0314549347,Čížová
CZ0314549363,Dobev
CZ0411554529,Františkovy Lázně
CZ0411554545,Hazlov
CZ0411554553,Hranice
CZ0412555444,Otročín
CZ0412554995,Bečov nad Teplou
CZ0412555029,Bochov
CZ0412555045,Božičany
CZ0317553263,Vesce
CZ0317553271,Veselí nad Lužnicí
CZ0317553280,Vilice
CZ0712552062,Bílsko
CZ0633549134,Vyklantice
CZ0633548715,Řečice
CZ0641553875,Louka
CZ0522548961,Sedliště
CZ0524548758,Proruby
CZ0633548766,Sedlice
CZ0633548774,Senožaty
CZ0524548782,Jahodov
CZ0805553115,Lhotka u Litultovic
CZ0522549185,Ohařice
CZ0522549223,Chyjice
CZ0412555452,Pernink
CZ0412555479,Potůčky
CZ0412555525,Pšov
CZ0412555533,Sadov
CZ0317553298,Vlastiboř
CZ0711553301,Hradec-Nová Ves
CZ0317553328,Vodice
CZ0715553336,Třeština
CZ0715553344,Jakubovice
CZ0634553964,Častohostice
CZ0712552216,Luběnice
CZ0317552224,Dobronice u Bechyně
CZ0633549177,Zachotín
CZ0522549193,Zámostí-Blata
CZ0522549207,Nevratice
CZ0633549231,Žirovnice
CZ0314549240,Písek
CZ0317553123,Smilovy Hory
CZ0317553131,Soběslav
CZ0321553743,Chodská Lhota
CZ0646553972,Rybníček
CZ0412551651,Hory
CZ0316551660,Radomyšl
CZ0322551686,Podmokly
CZ0801551767,Staré Město
CZ0316551775,Strašice
CZ0801551783,Valšov
CZ0633549011,Velká Chyška
CZ0522549029,Vřesník
CZ0522549037,Choteč
CZ0633549045,Velký Rybník
CZ0633549053,Veselá
CZ0633549061,Věžná
CZ0534553760,Běstovice
CZ0321553778,Kaničky
CZ0321553786,Kdyně
CZ0321553794,Klenčí pod Čerchovem
CZ0801551708,Dlouhá Stráň
CZ0316551716,Sedlice
CZ0801551724,Mezina
CZ0801551732,Moravskoslezský Kočov
CZ0316551830,Škvořetice
CZ0316551856,Štěkeň
CZ0801551881,Slezské Pavlovice
CZ0316551899,Třebohostice
CZ0801551902,Malá Štáhle
CZ0801551911,Stará Ves
CZ0525548839,Zábřezí-Řečice
CZ0525548847,Zdobín
CZ0805553492,Závada
CZ0411554596,Křižovatka
CZ0411554600,Lázně Kynžvart
CZ0411554618,Libá
CZ0801551864,Dívčí Hrad
CZ0316551961,Volenice
CZ0712552071,Dubčany
CZ0317552097,Borkovice
CZ0412555304,Krásné Údolí
CZ0712552011,Štarnov
CZ0633549126,Vojslavice
CZ0314549258,Albrechtice nad Vltavou
CZ0314549266,Bernartice
CZ0522549274,Rašín
CZ0522549282,Butoves
CZ0314549291,Božetice
CZ0314549304,Branice
CZ0412555380,Nejdek
CZ0805555274,Nové Sedlice
CZ0644555282,Kurdějov
CZ0803555291,Chotěbuz
CZ0804555312,Kujavy
CZ0412555347,Kyselka
CZ0412555363,Merklín
CZ0316551970,Volyně
CZ0801551996,Ludvíkov
CZ0801552003,Čaková
CZ0712552020,Hlušovice
CZ0712552186,Červenka
CZ0712552194,Slavětín
CZ0522549088,Dolní Lochov
CZ0633547930,Horní Ves
CZ0633547948,Hořepník
CZ0633547956,Hořice
CZ0534547964,Sobkovice
CZ0522549070,Březina
CZ0522549096,Staré Místo
CZ0522549118,Dílce
CZ0522549151,Jinolice
CZ0317553166,Sudoměřice u Bechyně
CZ0317553182,Sviny
CZ0715553191,Vikantice
CZ0715553212,Janoušov
CZ0715553221,Hrabová
CZ0715553247,Kopřivná
CZ0317552208,Dírná
CZ0316551741,Skočice
CZ0633548103,Kámen
CZ0631548413,Jilem
CZ0631548421,Sedletín
CZ0631548430,Bezděkov
CZ0522548910,Ohaveč
CZ0522548863,Milovice u Hořic
CZ0522548871,Petrovičky
CZ0522548880,Sukorady
CZ0522548898,Rokytňany
CZ0802552577,Pstruží
CZ0802552607,Dolní Tošanovice
CZ0802552615,Vělopolí
CZ0802552631,Horní Tošanovice
CZ0802552640,Řeka
CZ0802552658,Smilovice
CZ0802554014,Návsí
CZ0324554022,Neuměř
CZ0321554031,Nevolice
CZ0806554049,Olbramice
CZ0321554081,Pasečnice
CZ0804554065,Jakubčovice nad Odrou
CZ0321554073,Osvračín
CZ0321554090,Pec
CZ0712554103,Řídeč
CZ0715554146,Vernířovice
CZ0321554154,Puclice
CZ0802552674,Střítež
CZ0802552682,Vyšní Lhoty
CZ0802552691,Žabeň
CZ0317552704,Mladá Vožice
CZ0317552721,Myslkovice
CZ0317552747,Nemyšl
CZ0412555215,Jáchymov
CZ0532555134,Pardubice
CZ0412555177,Hradiště
CZ0412555185,Hroznětín
CZ0421555193,Těchlovice
CZ0412555207,Chyše
CZ0412555592,Stružná
CZ0412555614,Šemnice
CZ0412555622,Štědrá
CZ0427554804,Ústí nad Labem
CZ0806554821,Ostrava
CZ0531554847,Mrákotín
CZ0525554863,Dolní Brusnice
CZ0634554871,Střítež
CZ0100554782,Praha
CZ0323554791,Plzeň
CZ0317552801,Opařany
CZ0714552810,Nahošovice
CZ0317552828,Planá nad Lužnicí
CZ0714552836,Turovice
CZ0317552852,Pohnání
CZ0317552861,Pojbuky
CZ0714552879,Uhřičice
CZ0714552887,Stříbrnice
CZ0317552895,Přehořov
CZ0714552909,Měrovice nad Hanou
CZ0317552917,Radenín
CZ0317552925,Radětice
CZ0317552941,Radkov
CZ0714552755,Věžky
CZ0317552763,Nová Ves u Chýnova
CZ0714552771,Čechy
CZ0715553379,Dolní Studénky
CZ0321553824,Kout na Šumavě
CZ0412555550,Stanovice
CZ0326560081,Podmokly
CZ0326560111,Přívětice
CZ0326560120,Radnice
CZ0326560146,Sebečice
CZ0413560651,Stříbrná
CZ0326559741,Bujesily
CZ0326560162,Strašice
CZ0326560189,Těně
CZ0316560197,Lažany
CZ0316560201,Nová Ves
CZ0424530603,Zálužice
CZ0324558044,Merklín
CZ0413560286,Sokolov
CZ0631568953,Květinov
CZ0712569003,Liboš
CZ0325559709,Žilov
CZ0209538787,Sluštice
CZ0209538825,Struhařov
CZ0723542750,Hošťálková
CZ0326560227,Vejvanov
CZ0326560235,Veselá
CZ0316560243,Droužetice
CZ0317560634,Krátošice
CZ0326559725,Břasy
CZ0326559776,Dobřív
CZ0317560669,Skrýchov u Malšic
CZ0413560677,Šindelová
CZ0327561291,Trpísty
CZ0327561304,Třemešné
CZ0633561321,Chyšná
CZ0326559717,Rokycany
CZ0326559733,Březina
CZ0326560251,Volduchy
CZ0326560260,Zbiroh
CZ0316560278,Mutěnice
CZ0413560685,Vintířov
CZ0327561151,Přimda
CZ0327561169,Rozvadov
CZ0327561185,Staré Sedliště
CZ0327561193,Staré Sedlo
CZ0327561207,Stráž
CZ0327561215,Stříbro
CZ0326559750,Bušovice
CZ0326559768,Cekov
CZ0326559792,Ejpovice
CZ0326559806,Hlohovice
CZ020A539261,Hvozdnice
CZ0204533475,Libenice
CZ0413560294,Březová
CZ0413560308,Bublava
CZ0413560316,Bukovany
CZ0413560324,Citice
CZ0631568945,Krucemburk
CZ0631568970,Kynice
CZ0631568988,Ledeč nad Sázavou
CZ0631568996,Leškovice
CZ0413560707,Vřesová
CZ0327560715,Tachov
CZ0412555703,Velichov
CZ0412555711,Verušičky
CZ0412555738,Vojkovice
CZ0322556815,Nezdice na Šumavě
CZ0322556831,Nýrsko
CZ0723556866,Lhota u Vsetína
CZ0322557544,Žichovice
CZ0324557871,Kbel
CZ0324557897,Klášter
CZ0631569127,Modlíkov
CZ0631569151,Nová Ves u Leštiny
CZ0631569160,Nová Ves u Chotěboře
CZ0714569178,Bohuslávky
CZ0631569186,Okrouhlice
CZ0511561428,Bohatice
CZ0633561436,Polesí
CZ0724556874,Petrůvka
CZ0531556882,Rabštejnská Lhota
CZ0724557145,Lukoveček
CZ0322557161,Svéradice
CZ0323558001,Losiná
CZ0324558010,Louňová
CZ0324558052,Mileč
CZ0324558061,Mladý Smolivec
CZ0324558079,Mohelnice
CZ0322556301,Hrádek
CZ0322556319,Hradešice
CZ0521570273,Libřice
CZ0715570281,Stavenice
CZ0521570303,Lodín
CZ0521570311,Lochenice
CZ0521570320,Lovčice
CZ0521570354,Lužany
CZ0326559822,Hrádek
CZ0326559849,Hůrky
CZ0325559059,Kozolupy
CZ0724557170,Ostrata
CZ0721557188,Šelešovice
CZ0713557196,Pavlovice u Kojetína
CZ0322557200,Švihov
CZ0711557218,Kobylá nad Vidnavkou
CZ0322556343,Chlistov
CZ0322556378,Chudenice
CZ0322556386,Chudenín
CZ0322556467,Kolinec
CZ0723542865,Jablůnka
CZ0631569020,Libice nad Doubravou
CZ0631569038,Lípa
CZ0413560332,Dasnice
CZ0413560359,Habartov
CZ0413560367,Horní Slavkov
CZ0413560375,Chlum Svaté Maří
CZ0201530344,Olbramovice
CZ0324557731,Hradec
CZ0324557749,Hradiště
CZ0324557773,Chlum
CZ0324557781,Chlumčany
CZ0324557803,Chocenice
CZ0427568147,Petrovice
CZ0427568155,Povrly
CZ0714569275,Horní Nětčice
CZ0631569291,Pohled
CZ0715569305,Chromeč
CZ0327560723,Benešovice
CZ0327560740,Bezdružice
CZ0327560758,Bor
CZ0327560804,Částkov
CZ0322555771,Klatovy
CZ0322555797,Běšiny
CZ0322555801,Bezděkov
CZ0805568279,Mikolajice
CZ0427568309,Tisá
CZ0805568317,Radkov
CZ0805568333,Štáblovice
CZ0427568350,Velké Březno
CZ0805568368,Hlubočec
CZ0631569208,Olešenka
CZ0631569216,Olešná
CZ0631569224,Oudoleň
CZ0631569232,Ovesná Lhota
CZ0714569259,Dolní Nětčice
CZ0714569267,Hlinsko
CZ0633561339,Chýstovice
CZ0633561347,Martinice u Onšova
CZ0633561355,Těchobuz
CZ0633561363,Zhořec
CZ0633561371,Krasíkovice
CZ0511561380,Česká Lípa
CZ0322556921,Petrovice u Sušice
CZ0641556963,Spešov
CZ0724556980,Rokytnice
CZ0714556998,Jezernice
CZ0322557005,Předslav
CZ0322557021,Rejštejn
CZ0804568562,Heřmanice u Oder
CZ0804568589,Mankovice
CZ0631568694,Hněvkovice
CZ0631569046,Lipnice nad Sázavou
CZ0712569054,Strukov
CZ0326559857,Cheznovice
CZ0326559903,Kařez
CZ0326559920,Kladruby
CZ0802557226,Písečná
CZ0322557374,Velké Hydčice
CZ0322557382,Velký Bor
CZ0322557455,Vrhaveč
CZ0804568716,Skotnice
CZ0631568724,Hradec
CZ0631568759,Chotěboř
CZ0631568767,Chrtníč
CZ0804568775,Pustějov
CZ0631568783,Jedlá
CZ0521569810,Hradec Králové
CZ0521569828,Babice
CZ0413560383,Chodov
CZ0316560391,Kuřimany
CZ0316560405,Kladruby
CZ0413560413,Jindřichovice
CZ0324557838,Chotěšov
CZ0324557862,Kasejovice
CZ0631568805,Jeřišno
CZ0802568813,Pražmo
CZ0631568821,Kámen
CZ0802568830,Řepiště
CZ0803568864,Doubrava
CZ0712568872,Charváty
CZ0521571024,Těchlovice
CZ0521571041,Třebechovice pod Orebem
CZ0521571059,Třesovice
CZ0521571083,Vinary
CZ0521571105,Výrava
CZ0521571113,Vysoká nad Labem
CZ0327560839,Dlouhý Újezd
CZ0327560855,Erpužice
CZ0322555894,Budětice
CZ0322555941,Čachrov
CZ0322556068,Dlažov
CZ0322556076,Dlouhá Ves
CZ0322556084,Prášily
CZ0322556106,Dolany
CZ0322556181,Hartmanice
CZ0631568881,Kojetín
CZ0631568902,Kožlí
CZ0631568929,Krásná Hora
CZ0631568937,Krátká Ves
CZ0631569062,Lučice
CZ0631569071,Malčín
CZ0631569089,Maleč
CZ0805569097,Moravice
CZ0327561223,Studánka
CZ0412555657,Toužim
CZ0412555681,Útvina
CZ0412555690,Valeč
CZ0207557030,Skorkov
CZ0646557048,Mouřínov
CZ0327557081,Sytno
CZ0322557099,Soběšice
CZ0724557102,Bohuslavice nad Vláří
CZ0322557536,Žihobce
CZ0413560421,Kaceřov
CZ0317560448,Běleč
CZ0313560987,Drunče
CZ0413560472,Kraslice
CZ0317560481,Hlasivo
CZ0413560499,Kynšperk nad Ohří
CZ0413560502,Libavské Údolí
CZ0317560511,Řemíčov
CZ0317560529,Dolní Hrachovice
CZ0413560537,Loket
CZ0413560545,Lomnice
CZ0413560570,Nové Sedlo
CZ0413560588,Oloví
CZ0313560995,Rosička
CZ0413560600,Rotava
CZ0413560618,Rovná
CZ0317560626,Rodná
CZ0633561240,Bořetice
CZ0327561231,Sulislav
CZ0327561258,Svojšín
CZ0633561266,Litohošť
CZ0633561452,Stojčín
CZ0633561461,Jankov
CZ0511561479,Cvikov
CZ0633561487,Střítež pod Křemešníkem
CZ0313561037,Vícemil
CZ0313561061,Horní Skrýchov
CZ0633561118,Bácovice
CZ0327561011,Lestkov
CZ0313561029,Světce
CZ0313561045,Smržov
CZ0313561070,Pístina
CZ0313561088,Příbraz
CZ0633561096,Hojovice
CZ0633561126,Bělá
CZ0327561134,Planá
CZ0511561398,Bezděz
CZ0511561401,Blatce
CZ0511561410,Blíževedly
CZ0209538604,Panenské Břežany
CZ0715536521,Jindřichov
CZ0325559351,Plasy
CZ0325559369,Plešnice
CZ0325559377,Pňovany
CZ0325559393,Přehýšov
CZ0325559423,Rochlov
CZ0325559482,Tis u Blatna
CZ0325559504,Trnová
CZ0325559521,Třemošná
CZ0325559555,Úlice
CZ0325559563,Úněšov
CZ0207571032,Pěčice
CZ0207571067,Doubravička
CZ0325559580,Vejprnice
CZ0325559628,Všeruby
CZ0325559661,Zbůch
CZ0325559679,Zruč-Senec
CZ0325559695,Žihle
CZ0313562831,Hrachoviště
CZ0313562840,Domanín
CZ0421562874,Valkeřice
CZ0421562882,Varnsdorf
CZ0421562891,Velká Bukovina
CZ0421562912,Velký Šenov
CZ0421562921,Verneřice
CZ0317562955,Košín
CZ0317562963,Jedlany
CZ0422562980,Bílence
CZ0422562998,Blatno
CZ0422563005,Boleboř
CZ0422563021,Černovice
CZ0422563056,Droužkovice
CZ0512563706,Malá Skála
CZ0512563714,Maršovice
CZ0317563722,Černýšovice
CZ0512563731,Nová Ves nad Nisou
CZ0206534731,Cítov
CZ0512563749,Pěnčín
CZ0512563757,Plavy
CZ0513564371,Raspenava
CZ020B564389,Radětice
CZ0513564397,Rynoltice
CZ0423564842,Hlinná
CZ0423564851,Horní Beřkovice
CZ0209564869,Březí
CZ0423564877,Hoštka
CZ0423564893,Hrobce
CZ0209564915,Herink
CZ0422563072,Hrušovany
CZ0422563081,Chbany
CZ0317563765,Drahov
CZ0512563773,Radčice
CZ0512563781,Rádlo
CZ0512563790,Rychnov u Jablonce nad Nisou
CZ0512563820,Tanvald
CZ0512563838,Velké Hamry
CZ0513564427,Světlá pod Ještědem
CZ0513564435,Svijanský Újezd
CZ0513564443,Svijany
CZ0513564451,Sychrov
CZ0513564460,Šimonovice
CZ020B564478,Narysov
CZ0423564729,Děčany
CZ0423564737,Dlažkovice
CZ0423564745,Dobříň
CZ0423564753,Doksany
CZ0422563102,Kadaň
CZ0422563129,Klášterec nad Ohří
CZ0317563145,Chrbonín
CZ0422563161,Křimov
CZ0512563854,Zásada
CZ0512563862,Zlatá Olešnice
CZ0512563871,Železný Brod
CZ0317563897,Žíšov
CZ020B564486,Podlesí
CZ0513564494,Višňová
CZ020B564508,Dubno
CZ020B564524,Nepomuk
CZ0324558435,Štěnovice
CZ0644558443,Ladná
CZ0323558460,Tymákov
CZ0324558486,Útušice
CZ0423565032,Kleneč
CZ020C565041,Břežany
CZ0423565059,Kostomlaty pod Řípem
CZ0423565067,Krabčice
CZ0513564044,Hejnice
CZ0513564052,Hlavice
CZ0513564061,Hodkovice nad Mohelkou
CZ0513564095,Hrádek nad Nisou
CZ0513564109,Chotyně
CZ0511561860,Nový Bor
CZ0511561878,Nový Oldřichov
CZ0511561886,Okna
CZ0205534641,Žáky
CZ0311536059,Břehov
CZ0325558982,Jarov
CZ0325558991,Kaceřov
CZ0325559024,Kopidlo
CZ0325559032,Koryta
CZ0325559041,Kozojedy
CZ0325559075,Kralovice
CZ0325559083,Krašovice
CZ0317563196,Radimovice u Tábora
CZ0317563170,Svrabov
CZ0422563188,Libědice
CZ0422563200,Málkov
CZ0422563226,Měděnec
CZ0314561509,Probulov
CZ0314561525,Horosedly
CZ0511561533,Dubá
CZ0511561541,Dubnice
CZ0314561550,Kožlí
CZ0315561568,Nové Hutě
CZ0315561576,Budkov
CZ0511561584,Holany
CZ0314562122,Boudy
CZ0511562131,Svor
CZ0314562157,Nerestce
CZ0322556505,Křenice
CZ0322556629,Malý Bor
CZ0204533742,Toušice
CZ0205534030,Čestín
CZ0326559954,Liblín
CZ0326559962,Líšná
CZ0326559997,Mirošov
CZ0326560006,Mlečice
CZ0513563935,Bulovka
CZ0316563951,Únice
CZ0513563960,Český Dub
CZ0313561711,Blažejov
CZ0511561720,Kravaře
CZ0511561738,Krompach
CZ0633561754,Eš
CZ0633561762,Dobrá Voda u Pacova
CZ0633561771,Vysoká Lhota
CZ0633561801,Bystrá
CZ0322556637,Měčín
CZ0322556718,Mochtín
CZ0322556734,Myslív
CZ0322556751,Nalžovské Hory
CZ0324558567,Vstiš
CZ0324558583,Zdemyslice
CZ0324558591,Zemětice
CZ0324558605,Ždírec
CZ0324558630,Žinkovy
CZ0325558672,Blatnice
CZ020B564559,Bohostice
CZ0423564567,Litoměřice
CZ0423564575,Bechlín
CZ020B564605,Hlubyně
CZ0423564613,Brňany
CZ0423564931,Chodovlice
CZ0511562025,Skalice u České Lípy
CZ0633562041,Lesná
CZ0314562211,Varvažov
CZ0322557111,Srní
CZ0322557129,Strašín
CZ0322557137,Strážov
CZ0327560863,Halže
CZ0327560898,Hošťka
CZ0327560952,Konstantinovy Lázně
CZ0327560979,Kšice
CZ0423564940,Chotěšov
CZ0422563269,Okounov
CZ0422563277,Otvice
CZ0422563285,Perštejn
CZ0422563293,Pětipsy
CZ0422563315,Kryštofovy Hamry
CZ0511562220,Volfartice
CZ0511561592,Horní Libchava
CZ0511561606,Horní Police
CZ0324557641,Čižice
CZ0324557650,Čížkov
CZ0324557676,Dobřany
CZ0325559091,Krsy
CZ0325559105,Křelovice
CZ0325559121,Kunějovice
CZ0323559130,Kyšice
CZ0325559164,Líně
CZ0325559172,Líšťany
CZ0324558117,Netunice
CZ0315563978,Kubova Huť
CZ0317563986,Klenovice
CZ0513563994,Dolní Řasnice
CZ0513564028,Frýdlant
CZ0513564036,Habartice
CZ0511561835,Mimoň
CZ0633561843,Staré Bříště
CZ0511561851,Noviny pod Ralskem
CZ0324558095,Nekvasovy
CZ0324558176,Nové Mitrovice
CZ0324558231,Prádlo
CZ0324558257,Příchovice
CZ0324558265,Ptenín
CZ0324558290,Roupov
CZ0325558711,Čeminy
CZ0325558770,Dobříč
CZ0325558796,Dolní Bělá
CZ0325558834,Druztová
CZ0323558851,Dýšina
CZ0325558877,Horní Bělá
CZ0423564621,Brozany nad Ohří
CZ020B564630,Sedlice
CZ0423564648,Bříza
CZ0209564761,Konojedy
CZ0511562050,Sloup v Čechách
CZ0314562068,Rakovice
CZ0511562076,Sosnová
CZ0511562106,Stružnice
CZ0324558303,Řenče
CZ0324558346,Soběkury
CZ0324558362,Spálené Poříčí
CZ0323558371,Starý Plzenec
CZ0325559270,Nekmíř
CZ0325559288,Nevřeň
CZ0325559300,Nýřany
CZ0325559318,Obora
CZ0325559326,Ostrov u Bezdružic
CZ0209564796,Výžerky
CZ0317562904,Hodonice
CZ0203532801,Sazená
CZ0209534781,Dřísy
CZ0311535982,Kamenná
CZ0511562246,Zahrádky
CZ0314562254,Paseky
CZ0324558389,Stod
CZ0325559211,Město Touškov
CZ0325559237,Mladotice
CZ0325559253,Nadryby
CZ0325559261,Nečtiny
CZ0422563358,Strupčice
CZ0317563366,Bečice
CZ0422563382,Údlice
CZ0422563404,Vejprty
CZ0325558915,Hromnice
CZ0511561614,Chlum
CZ0511561622,Chotovice
CZ0324558401,Střížovice
CZ0713558419,Držovice
CZ0323558427,Šťáhlavy
CZ0325558885,Horní Bříza
CZ0325558931,Hvozd
CZ0325558940,Chotíkov
CZ0323558966,Chrást
CZ0421562751,Mikulášovice
CZ0313562769,Jilem
CZ0421562777,Rumburk
CZ0313562815,Dunajovice
CZ0512563528,Albrechtice v Jizerských horách
CZ0512563552,Desná
CZ0512563579,Frýdštejn
CZ0317563587,Lom
CZ0512563595,Janov nad Nisou
CZ0512563609,Jenišovice
CZ0512563633,Josefův Důl
CZ0512563641,Koberovy
CZ0317563650,Dlouhá Lhota
CZ0512563668,Kořenov
CZ0512563676,Líšný
CZ0512563684,Loužnice
CZ0325559067,Kožlany
CZ0712502235,Hněvotín
CZ0422563412,Veliká Ves
CZ0422563439,Vilémov
CZ0317563447,Vlčeves
CZ0422563463,Vrskmaň
CZ0422563480,Všestudy
CZ0512563510,Jablonec nad Nisou
CZ0513564168,Krásný Les
CZ0513564176,Kryštofovo Údolí
CZ0513564184,Křižany
CZ0203564192,Páleč
CZ0513564231,Mníšek
CZ020B564249,Chrást
CZ020B564257,Horčápsko
CZ020B564273,Svojšice
CZ0513564281,Oldřichov v Hájích
CZ0513564290,Osečná
CZ0513564311,Pertoltice
CZ020B564320,Zbenice
CZ020B564338,Županovice
CZ020B564346,Lazsko
CZ0513564354,Příšovice
CZ0203564125,Plchov
CZ0513564133,Jindřichovice pod Smrkem
CZ0513564141,Kobyly
CZ0203564150,Libochovičky
CZ0423565083,Křešice
CZ0423565091,Kyškovice
CZ0423565105,Levín
CZ0204564681,Drahobudice
CZ0204564702,Masojedy
CZ0422562971,Chomutov
CZ0209564991,Křenice
CZ0209564974,Káraný
CZ0209565008,Dobročovice
CZ0423565016,Keblice
CZ0423565024,Klapý
CZ0422563048,Domašín
CZ0204564800,Hradešín
CZ0423564818,Dušníky
CZ0204564826,Vrátkov
CZ0424566314,Kryry
CZ0424566322,Lenešice
CZ0321566331,Hvožďany
CZ0424566349,Libčeves
CZ0321566373,Pelechy
CZ0325566390,Hlince
CZ0425567311,Meziboří
CZ0325566471,Bohy
CZ0426567728,Moldava
CZ0424566381,Libořice
CZ0424566411,Lišany
CZ0424566438,Lubenec
CZ0424566454,Měcholupy
CZ0421566900,Růžová
CZ0424566918,Vinařice
CZ0425567302,Mariánské Radčice
CZ0712505587,Uničov
CZ0425567329,Nová Ves v Horách
CZ0425567337,Obrnice
CZ0426567566,Hrobčice
CZ0426567582,Jeníkov
CZ0426567604,Kladruby
CZ0325566489,Brodeslavy
CZ0325566497,Všehrdy
CZ0805507113,Holasovice
CZ0424566934,Vroutek
CZ0326566942,Raková
CZ0524576221,Čestice
CZ0207565539,Sovínky
CZ0524576875,Val
CZ0425567345,Patokryje
CZ0425567353,Polerady
CZ0424566519,Nové Sedlo
CZ0426567809,Rtyně nad Bílinou
CZ0426567833,Srbice
CZ0424566527,Očihov
CZ0524576191,Čermná nad Orlicí
CZ0524576204,Černíkovice
CZ0524576212,České Meziříčí
CZ0524576247,Deštné v Orlických horách
CZ0524576263,Dobré
CZ0424566535,Panenský Týnec
CZ0424566951,Výškov
CZ0325566969,Výrov
CZ0424566977,Zbrašín
CZ0326566993,Ostrovec-Lhotka
CZ0326567001,Lhota pod Radčem
CZ020C565512,Václavy
CZ0423565521,Radovesice
CZ0207565636,Rohatsko
CZ0207565644,Mečeříž
CZ0532575089,Chvojenec
CZ0532575097,Chýšť
CZ0524576824,Trnov
CZ0524576832,Třebešov
CZ0524576859,Týniště nad Orlicí
CZ0524576883,Vamberk
CZ0524576891,Voděrady
CZ0514577669,Vítkovice
CZ0424567019,Žiželice
CZ0425567027,Most
CZ020C565130,Všesulov
CZ0423565148,Libkovice pod Řípem
CZ0532575445,Ostřetín
CZ0532575461,Poběžovice u Holic
CZ0532575666,Sopřeč
CZ0514577545,Stružinec
CZ0514577553,Studenec
CZ0514577570,Syřenov
CZ0514577596,Tatobity
CZ0514577600,Troskovice
CZ0514577626,Turnov
CZ0514577651,Víchová nad Jizerou
CZ0425567426,Želenice
CZ0426567442,Teplice
CZ0423565156,Libochovany
CZ020C565334,Hvozd
CZ0532575704,Staré Hradiště
CZ0532575721,Staré Ždánice
CZ0532575763,Strašov
CZ0532575828,Trusnov
CZ0532575844,Turkovice
CZ0534575861,Týnišťko
CZ0524576271,Dobruška
CZ0524576280,Dobřany
CZ0426567752,Novosedlice
CZ0203535095,Loucká
CZ0322556955,Plánice
CZ0423565342,Nové Dvory
CZ020C565351,Krakov
CZ0423565547,Rochov
CZ0326566861,Plískov
CZ0532575712,Staré Jesenčany
CZ0532575879,Uhersko
CZ0532575887,Úhřetická Lhota
CZ0532575909,Újezd u Přelouče
CZ0524576387,Kostelecké Horky
CZ0424566551,Peruc
CZ0424566560,Petrohrad
CZ0424566578,Pnětluky
CZ0423565555,Roudnice nad Labem
CZ0207565563,Lipník
CZ0207565571,Vlkava
CZ020C565199,Kolešov
CZ0424566896,Veltěže
CZ0532575917,Urbanice
CZ0532575925,Valy
CZ0532575941,Veliny
CZ0532575968,Veselí
CZ0514577448,Rakousy
CZ0514577481,Roztoky u Semil
CZ0514577499,Roztoky u Jilemnice
CZ0514577529,Slaná
CZ0425567043,Bečov
CZ0423565679,Straškov-Vodochody
CZ0423565695,Sulejovice
CZ0423565164,Libochovice
CZ0423565172,Libotenice
CZ020C565181,Děkov
CZ0532575984,Vlčí Habřina
CZ0532575992,Voleč
CZ0532576000,Vysoké Chvojno
CZ0532576018,Vyšehněvice
CZ0532576042,Žáravice
CZ0208503410,Žitovlice
CZ0533578100,Chotěnov
CZ0533578118,Chotovice
CZ0533578134,Janov
CZ0426567469,Bořislav
CZ0426567621,Košťany
CZ0423565229,Lovosice
CZ020C565369,Krakovec
CZ020C565377,Malinová
CZ0532576051,Živanice
CZ0524576069,Rychnov nad Kněžnou
CZ0524576077,Albrechtice nad Orlicí
CZ0524576930,Zdelov
CZ0524576948,Zdobnice
CZ0524576956,Žďár nad Orlicí
CZ0514576964,Semily
CZ0426567639,Krupka
CZ0426567647,Lahošť
CZ0426567655,Ledvice
CZ0423565113,Lhotka nad Labem
CZ0631569682,Veselý Žďár
CZ020C565385,Kozojedy
CZ0207565580,Plužná
CZ0524548791,Chlístov
CZ0524576093,Bartošovice v Orlických horách
CZ0524576115,Bohdašín
CZ0524576123,Bolehošť
CZ0524576131,Borohrádek
CZ0322578240,Hamry
CZ0533578258,Korouhev
CZ0533578266,Koruna
CZ0533578274,Křenov
CZ0533578282,Kunčina
CZ0524576361,Kostelec nad Orlicí
CZ0423565121,Liběšice
CZ0423565709,Štětí
CZ0423565717,Terezín
CZ0423565245,Malé Žernoseky
CZ0524576140,Borovnice
CZ0524576166,Bystré
CZ0524576182,Častolovice
CZ0524576301,Doudleby nad Orlicí
CZ0524576310,Chleny
CZ0524576336,Javornice
CZ0423565474,Přestavlky
CZ0423565482,Račice
CZ0423565491,Račiněves
CZ020C565504,Řeřichy
CZ0324566705,Borovno
CZ0326566837,Němčovice
CZ020C565270,Janov
CZ020C565288,Karlova Ves
CZ0423565296,Mlékojedy
CZ0424566667,Ročov
CZ0321566641,Hlohovčice
CZ0425567108,Český Jiřetín
CZ0425567141,Havraň
CZ0424566659,Raná
CZ0412566675,Vrbice
CZ0322566683,Dražovice
CZ0324566691,Vlčí
CZ0424566721,Smolnice
CZ0325566730,Holovousy
CZ0325566764,Blažim
CZ0326566799,Všenice
CZ0326566802,Terešov
CZ0326566811,Kamenec
CZ0424566829,Toužetín
CZ0326566845,Skomelno
CZ0424566853,Tuchořice
CZ0327566888,Olbramov
CZ0421545538,Starý Šachov
CZ0423565253,Martiněves
CZ0425567167,Hora Svaté Kateřiny
CZ0426567841,Světec
